og_sentence,frame,target,og_Agent,og_Issue,og_Side,og_Position,og_Frequency,og_Time,og_Place,og_Support_rate,prompt,new_sentence
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 75)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Issue, Agent, Position

",Medicare as we know it was voted to be ended by Mike Pence.
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 75)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Issue, Position, Agent

",Medicare as we know it was voted to be ended by Mike Pence.
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 75)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Position, Agent, Issue

","To end Medicare as we know it, Mike Pence voted."
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 75)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Position, Issue, Agent

","To end Medicare as we know it, Mike Pence voted."
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 101)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Agent, Issue, Position

",Mike Pence ended Medicare as we know it by voting.
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 101)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Issue, Agent, Position

",Medicare as we know it was voted to be ended by Mike Pence.
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 101)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Issue, Position, Agent

","To end Medicare as we know it, Mike Pence voted."
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 101)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Position, Agent, Issue

","To end Medicare as we know it, Mike Pence voted."
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(25, 101)",,"(17, 24)",,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Position: to end 
- Issue: edicare as we know it .

New order of frame elements: Position, Issue, Agent

","To end Medicare as we know it, Mike Pence voted."
Mike Pence voted to end Medicare as we know it .,Vote,voted,"(0, 10)","(17, 32)",,,,,,,"Frame: Vote

Sentence: Mike Pence voted to end Medicare as we know it .

Frame Elements:
- Agent: Mike Pence
- Issue: to end Medicare

New order of frame elements: Issue, Agent

","To end Medicare as we know it , Mike Pence voted."
U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !,Vote,voted,"(0, 24)","(39, 72)",,"(35, 38)",,,,,"Frame: Vote

Sentence: U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !

Frame Elements:
- Agent: U.S. Sen. Johnny Isakson
- Position: for
- Issue: $ 7 trillion of our national debt

New order of frame elements: Agent, Issue, Position

",U.S. Sen. Johnny Isakson has voted $ 7 trillion of our national debt for!
U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !,Vote,voted,"(0, 24)","(39, 72)",,"(35, 38)",,,,,"Frame: Vote

Sentence: U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !

Frame Elements:
- Agent: U.S. Sen. Johnny Isakson
- Position: for
- Issue: $ 7 trillion of our national debt

New order of frame elements: Issue, Agent, Position

",$ 7 trillion of our national debt has been voted for by U.S. Sen. Johnny Isakson!
U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !,Vote,voted,"(0, 24)","(39, 72)",,"(35, 38)",,,,,"Frame: Vote

Sentence: U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !

Frame Elements:
- Agent: U.S. Sen. Johnny Isakson
- Position: for
- Issue: $ 7 trillion of our national debt

New order of frame elements: Issue, Position, Agent

",$ 7 trillion of our national debt has been voted for by U.S. Sen. Johnny Isakson!
U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !,Vote,voted,"(0, 24)","(39, 72)",,"(35, 38)",,,,,"Frame: Vote

Sentence: U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !

Frame Elements:
- Agent: U.S. Sen. Johnny Isakson
- Position: for
- Issue: $ 7 trillion of our national debt

New order of frame elements: Position, Agent, Issue

","Voted for $ 7 trillion of our national debt, U.S. Sen. Johnny Isakson!"
U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !,Vote,voted,"(0, 24)","(39, 72)",,"(35, 38)",,,,,"Frame: Vote

Sentence: U.S. Sen. Johnny Isakson has voted for $ 7 trillion of our national debt !

Frame Elements:
- Agent: U.S. Sen. Johnny Isakson
- Position: for
- Issue: $ 7 trillion of our national debt

New order of frame elements: Position, Issue, Agent

",Voted for $ 7 trillion of our national debt was U.S. Sen. Johnny Isakson!
"Kim Myers voted repeatedly to raise taxes on the people of Broome County , but made millions off of tax savings when her family business relocated its headquarters .",Vote,voted,"(0, 9)","(27, 72)",,,,,,,"Frame: Vote

Sentence: Kim Myers voted repeatedly to raise taxes on the people of Broome County , but made millions off of tax savings when her family business relocated its headquarters .

Frame Elements:
- Agent: Kim Myers
- Issue: to raise taxes on the people of Broome County

New order of frame elements: Issue, Agent

","To raise taxes on the people of Broome County, Kim Myers voted repeatedly, but made millions off of tax savings when her family business relocated its headquarters."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Agent, Issue, Position, Frequency

",GOP Rep. Joe Heck of Nevada voted against banning terrorists from buying guns 23 times.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Agent, Issue, Frequency, Position

",GOP Rep. Joe Heck of Nevada voted against banning terrorists from buying guns 23 times.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Agent, Position, Issue, Frequency

",GOP Rep. Joe Heck of Nevada voted against banning terrorists from buying guns 23 times.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Agent, Position, Frequency, Issue

",GOP Rep. Joe Heck of Nevada voted against banning terrorists from buying guns 23 times.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Agent, Frequency, Issue, Position

",GOP Rep. Joe Heck of Nevada voted against banning terrorists from buying guns 23 times.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Issue, Agent, Position, Frequency

",Banning terrorists from buying guns was voted against 23 times by GOP Rep. Joe Heck of Nevada.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Issue, Agent, Frequency, Position

","Banning terrorists from buying guns, GOP Rep. Joe Heck of Nevada voted against 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Issue, Position, Agent, Frequency

","Banning terrorists from buying guns, GOP Rep. Joe Heck of Nevada voted against 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Issue, Position, Frequency, Agent

","Banning terrorists from buying guns, Rep. Joe Heck of Nevada voted against 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Issue, Frequency, Agent, Position

","Banning terrorists from buying guns, 23 times GOP Rep. Joe Heck of Nevada voted against."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Issue, Frequency, Position, Agent

","Banning terrorists from buying guns, 23 times GOP Rep. Joe Heck of Nevada voted against."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Position, Agent, Issue, Frequency

","Against banning terrorists from buying guns, GOP Rep. Joe Heck of Nevada voted 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Position, Agent, Frequency, Issue

","Against banning terrorists from buying guns, GOP Rep. Joe Heck of Nevada voted 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Position, Issue, Agent, Frequency

","Against banning terrorists from buying guns, GOP Rep. Joe Heck of Nevada voted 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Position, Issue, Frequency, Agent

","Against banning terrorists from buying guns, GOP Rep. Joe Heck of Nevada voted 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Position, Frequency, Agent, Issue

","Against banning terrorists from buying guns, GOP Rep. Joe Heck of Nevada voted 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Position, Frequency, Issue, Agent

","Against banning terrorists from buying guns, GOP Rep. Joe Heck of Nevada voted 23 times."
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Frequency, Agent, Issue, Position

",23 times GOP Rep. Joe Heck of Nevada voted against banning terrorists from buying guns.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Frequency, Agent, Position, Issue

",23 times GOP Rep. Joe Heck of Nevada voted against banning terrorists from buying guns.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Frequency, Issue, Agent, Position

",23 times against banning terrorists from buying guns voted GOP Rep. Joe Heck of Nevada.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Frequency, Issue, Position, Agent

",23 times against banning terrorists from buying guns voted GOP Rep. Joe Heck of Nevada.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Frequency, Position, Agent, Issue

",23 times GOP Rep. Joe Heck of Nevada voted against banning terrorists from buying guns.
GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .,Vote,voted,"(0, 27)","(51, 86)",,"(43, 50)","(34, 42)",,,,"Frame: Vote

Sentence: GOP Rep. Joe Heck of Nevada voted 23 times against banning terrorists from buying guns .

Frame Elements:
- Agent: GOP Rep. Joe Heck of Nevada
- Frequency: 23 times
- Position: against
- Issue: banning terrorists from buying guns

New order of frame elements: Frequency, Position, Issue, Agent

","23 times against banning terrorists from buying guns , GOP Rep. Joe Heck of Nevada voted."
"Hillary Clinton voted to raise taxes on workers earning as little as $ 41,500 .",Vote,voted,"(0, 15)","(22, 77)",,,,,,,"Frame: Vote

Sentence: Hillary Clinton voted to raise taxes on workers earning as little as $ 41,500 .

Frame Elements:
- Agent: Hillary Clinton
- Issue: to raise taxes on workers earning as little as $ 41,500

New order of frame elements: Issue, Agent

","To raise taxes on workers earning as little as $41,500, Hillary Clinton voted."
U.S. Rep. Bruce Poliquin voted to force seniors to pay more for prescription drugs .,Vote,voted,"(0, 24)","(31, 82)",,,,,,,"Frame: Vote

Sentence: U.S. Rep. Bruce Poliquin voted to force seniors to pay more for prescription drugs .

Frame Elements:
- Agent: U.S. Rep. Bruce Poliquin
- Issue: to force seniors to pay more for prescription drugs

New order of frame elements: Issue, Agent

","To force seniors to pay more for prescription drugs, U.S. Rep. Bruce Poliquin voted."
Tom Reed has actually voted for every single trade deal that has ever come before him in any form .,Vote,voted,"(0, 8)","(32, 97)",,"(28, 31)",,,,,"Frame: Vote

Sentence: Tom Reed has actually voted for every single trade deal that has ever come before him in any form .

Frame Elements:
- Agent: Tom Reed
- Position: for
- Issue: every single trade deal that has ever come before him in any form

New order of frame elements: Agent, Issue, Position

",Tom Reed has actually voted for every single trade deal that has ever come before him in any form.
Tom Reed has actually voted for every single trade deal that has ever come before him in any form .,Vote,voted,"(0, 8)","(32, 97)",,"(28, 31)",,,,,"Frame: Vote

Sentence: Tom Reed has actually voted for every single trade deal that has ever come before him in any form .

Frame Elements:
- Agent: Tom Reed
- Position: for
- Issue: every single trade deal that has ever come before him in any form

New order of frame elements: Issue, Agent, Position

","Every single trade deal that has ever come before him in any form, Tom Reed has actually voted for."
Tom Reed has actually voted for every single trade deal that has ever come before him in any form .,Vote,voted,"(0, 8)","(32, 97)",,"(28, 31)",,,,,"Frame: Vote

Sentence: Tom Reed has actually voted for every single trade deal that has ever come before him in any form .

Frame Elements:
- Agent: Tom Reed
- Position: for
- Issue: every single trade deal that has ever come before him in any form

New order of frame elements: Issue, Position, Agent

","Every single trade deal that has ever come before him in any form, Tom Reed has actually voted for."
Tom Reed has actually voted for every single trade deal that has ever come before him in any form .,Vote,voted,"(0, 8)","(32, 97)",,"(28, 31)",,,,,"Frame: Vote

Sentence: Tom Reed has actually voted for every single trade deal that has ever come before him in any form .

Frame Elements:
- Agent: Tom Reed
- Position: for
- Issue: every single trade deal that has ever come before him in any form

New order of frame elements: Position, Agent, Issue

","For every single trade deal that has ever come before him in any form, Tom Reed has actually voted."
Tom Reed has actually voted for every single trade deal that has ever come before him in any form .,Vote,voted,"(0, 8)","(32, 97)",,"(28, 31)",,,,,"Frame: Vote

Sentence: Tom Reed has actually voted for every single trade deal that has ever come before him in any form .

Frame Elements:
- Agent: Tom Reed
- Position: for
- Issue: every single trade deal that has ever come before him in any form

New order of frame elements: Position, Issue, Agent

","For every single trade deal that has ever come before him in any form, Tom Reed has actually voted."
"Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .",Vote,voted,"(0, 8)","(24, 52)",,,"(15, 23)",,,,"Frame: Vote

Sentence: Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .

Frame Elements:
- Agent: Joe Heck
- Frequency: 10 times
- Issue: to defund Planned Parenthood

New order of frame elements: Agent, Issue, Frequency

","Joe Heck voted to defund Planned Parenthood 10 times and opposes a woman's right to choose, even when her health is at risk."
"Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .",Vote,voted,"(0, 8)","(24, 52)",,,"(15, 23)",,,,"Frame: Vote

Sentence: Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .

Frame Elements:
- Agent: Joe Heck
- Frequency: 10 times
- Issue: to defund Planned Parenthood

New order of frame elements: Issue, Agent, Frequency

","To defund Planned Parenthood, Joe Heck voted 10 times, and he opposes a woman's right to choose, even when her health is at risk."
"Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .",Vote,voted,"(0, 8)","(24, 52)",,,"(15, 23)",,,,"Frame: Vote

Sentence: Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .

Frame Elements:
- Agent: Joe Heck
- Frequency: 10 times
- Issue: to defund Planned Parenthood

New order of frame elements: Issue, Frequency, Agent

","To defund Planned Parenthood, Joe Heck opposes a woman's right to choose, even when her health is at risk, by voting 10 times."
"Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .",Vote,voted,"(0, 8)","(24, 52)",,,"(15, 23)",,,,"Frame: Vote

Sentence: Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .

Frame Elements:
- Agent: Joe Heck
- Frequency: 10 times
- Issue: to defund Planned Parenthood

New order of frame elements: Frequency, Agent, Issue

","10 times Joe Heck voted to defund Planned Parenthood and opposes a woman's right to choose, even when her health is at risk."
"Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .",Vote,voted,"(0, 8)","(24, 52)",,,"(15, 23)",,,,"Frame: Vote

Sentence: Joe Heck voted 10 times to defund Planned Parenthood and Heck opposes a woman 's right to choose , even when her health is at risk .

Frame Elements:
- Agent: Joe Heck
- Frequency: 10 times
- Issue: to defund Planned Parenthood

New order of frame elements: Frequency, Issue, Agent

","10 times to defund Planned Parenthood was voted by Joe Heck, who also opposes a woman's right to choose, even when her health is at risk."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Agent, Issue, Position, Frequency

","Ron Johnson, for tax breaks that help companies ship Wisconsin jobs overseas, voted five times."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Agent, Issue, Frequency, Position

","Ron Johnson, tax breaks that help companies ship Wisconsin jobs overseas, voted five times for."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Agent, Position, Issue, Frequency

",Ron Johnson voted for tax breaks that help companies ship Wisconsin jobs overseas five times.
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Agent, Position, Frequency, Issue

","Ron Johnson, for tax breaks that help companies ship Wisconsin jobs overseas, voted five times."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Agent, Frequency, Issue, Position

","Ron Johnson, five times, for tax breaks that help companies ship Wisconsin jobs overseas, voted."
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Issue, Agent, Position, Frequency

",Tax breaks that help companies ship Wisconsin jobs overseas were voted for five times by Ron Johnson.
Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .,Vote,voted,"(0, 11)","(33, 92)",,"(29, 32)","(18, 28)",,,,"Frame: Vote

Sentence: Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas .

Frame Elements:
- Agent: Ron Johnson
- Frequency: five times
- Position: for
- Issue: tax breaks that help companies ship Wisconsin jobs overseas

New order of frame elements: Issue, Agent, Frequency, Position

",Tax breaks that help companies ship Wisconsin jobs overseas were voted for five times by Ron Johnson.
